mechanism,n,domain,protocol,epsilon_h,epsilon_c,lambda,deposit_multiplier,deadline_sec,premium,k_bits,honest_payoff,fraud_payoff,deterrence,ic
TEE-PoW,100000,2,brr,0.2,0.5,2.0,0.0,0.2,2.400531,23,96.018163,1.296467,97.126227,1
Deposit+PoW,100000,2,brr,0.2,0.5,2.0,0.0,0.2,2.400531,23,95.980163,30.587935,67.834759,1
NoVerify,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,96.022163,98.422694,0.000000,0
DirectAttest,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.922163,-1.000000,99.422694,1
RejectMismatch,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.902163,-2.000000,100.422694,1
TEEOnly,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.822163,95.922296,2.500398,0
AuditSlash,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.942163,93.922296,4.500398,1
StrongDeposit,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.922163,95.772163,2.650531,1
ReputationOnly,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.962163,91.912216,6.510478,1
TEE-PoW,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,96.018163,1.296467,97.126227,1
Deposit+PoW,100000,2,brr,0.2,0.5,2.0,0.5,0.2,2.400531,23,95.980163,29.927789,68.494905,1
NoVerify,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,96.022163,98.422694,0.000000,0
DirectAttest,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.922163,-1.000000,99.422694,1
RejectMismatch,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.902163,-2.000000,100.422694,1
TEEOnly,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.822163,95.922296,2.500398,0
AuditSlash,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.942163,93.442190,4.980504,1
StrongDeposit,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.922163,95.772163,2.650531,1
ReputationOnly,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.962163,91.912216,6.510478,1
TEE-PoW,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,96.018163,1.296467,97.126227,1
Deposit+PoW,100000,2,brr,0.2,0.5,2.0,1.0,0.2,2.400531,23,95.980163,29.267643,69.155051,1
NoVerify,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.942163,94.768105,4.467262,1
StrongDeposit,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,96.018163,31.426288,67.809079,1
Deposit+PoW,100000,2,brr,0.2,1.0,0.25,0.0,0.2,3.213203,19,95.980163,51.778611,47.456755,1
NoVerify,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.942163,94.125464,5.109902,1
StrongDeposit,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,96.018163,31.426288,67.809079,1
Deposit+PoW,100000,2,brr,0.2,1.0,0.25,0.5,0.2,3.213203,19,95.980163,50.894980,48.340386,1
NoVerify,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.942163,93.482823,5.752543,1
StrongDeposit,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,96.018163,31.426288,67.809079,1
Deposit+PoW,100000,2,brr,0.2,1.0,0.25,1.0,0.2,3.213203,19,95.980163,50.011349,49.224017,1
NoVerify,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.942163,94.768105,4.467262,1
StrongDeposit,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,96.018163,-7.896485,107.131851,1
Deposit+PoW,100000,2,brr,0.2,1.0,0.5,0.0,0.2,3.213203,26,95.980163,25.471871,73.763496,1
NoVerify,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.942163,94.125464,5.109902,1
StrongDeposit,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,96.018163,-7.896485,107.131851,1
Deposit+PoW,100000,2,brr,0.2,1.0,0.5,0.5,0.2,3.213203,26,95.980163,24.588240,74.647127,1
NoVerify,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.942163,93.482823,5.752543,1
StrongDeposit,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,96.018163,-7.896485,107.131851,1
Deposit+PoW,100000,2,brr,0.2,1.0,0.5,1.0,0.2,3.213203,26,95.980163,23.704609,75.530758,1
NoVerify,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.942163,94.768105,4.467262,1
StrongDeposit,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,96.018163,-131.053504,230.288871,1
Deposit+PoW,100000,2,brr,0.2,1.0,1.0,0.0,0.2,3.213203,30,95.980163,-42.306043,141.541410,1
NoVerify,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.942163,94.125464,5.109902,1
StrongDeposit,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,96.018163,-131.053504,230.288871,1
Deposit+PoW,100000,2,brr,0.2,1.0,1.0,0.5,0.2,3.213203,30,95.980163,-43.189674,142.425040,1
NoVerify,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.942163,93.482823,5.752543,1
StrongDeposit,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,96.018163,-131.053504,230.288871,1
Deposit+PoW,100000,2,brr,0.2,1.0,1.0,1.0,0.2,3.213203,30,95.980163,-44.073305,143.308671,1
NoVerify,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.942163,94.768105,4.467262,1
StrongDeposit,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,96.018163,-131.053504,230.288871,1
Deposit+PoW,100000,2,brr,0.2,1.0,2.0,0.0,0.2,3.213203,30,95.980163,-42.306043,141.541410,1
NoVerify,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.942163,94.125464,5.109902,1
StrongDeposit,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,96.018163,-131.053504,230.288871,1
Deposit+PoW,100000,2,brr,0.2,1.0,2.0,0.5,0.2,3.213203,30,95.980163,-43.189674,142.425040,1
NoVerify,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,96.022163,99.235366,0.000000,0
DirectAttest,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.922163,-1.000000,100.235366,1
RejectMismatch,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.902163,-2.000000,101.235366,1
TEEOnly,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.822163,96.125464,3.109902,0
AuditSlash,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.942163,93.482823,5.752543,1
StrongDeposit,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.922163,95.772163,3.463203,1
ReputationOnly,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.962163,91.993484,7.241883,1
TEE-PoW,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,96.018163,-131.053504,230.288871,1
Deposit+PoW,100000,2,brr,0.2,1.0,2.0,1.0,0.2,3.213203,30,95.980163,-44.073305,143.308671,1
NoVerify,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.942163,94.959619,4.701335,1
StrongDeposit,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,0.25,0.0,0.2,3.638791,30,95.980163,-42.178311,141.839266,1
NoVerify,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.942163,94.231861,5.429093,1
StrongDeposit,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,0.25,0.5,0.2,3.638791,30,95.980163,-43.178979,142.839933,1
NoVerify,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.942163,93.504103,6.156851,1
StrongDeposit,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,0.25,1.0,0.2,3.638791,30,95.980163,-44.179646,143.840601,1
NoVerify,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.942163,94.959619,4.701335,1
StrongDeposit,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,0.5,0.0,0.2,3.638791,30,95.980163,-42.178311,141.839266,1
NoVerify,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.942163,94.231861,5.429093,1
StrongDeposit,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,0.5,0.5,0.2,3.638791,30,95.980163,-43.178979,142.839933,1
NoVerify,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.942163,93.504103,6.156851,1
StrongDeposit,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,0.5,1.0,0.2,3.638791,30,95.980163,-44.179646,143.840601,1
NoVerify,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.942163,94.959619,4.701335,1
StrongDeposit,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,1.0,0.0,0.2,3.638791,30,95.980163,-42.178311,141.839266,1
NoVerify,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.942163,94.231861,5.429093,1
StrongDeposit,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,1.0,0.5,0.2,3.638791,30,95.980163,-43.178979,142.839933,1
NoVerify,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.942163,93.504103,6.156851,1
StrongDeposit,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,1.0,1.0,0.2,3.638791,30,95.980163,-44.179646,143.840601,1
NoVerify,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.942163,94.959619,4.701335,1
StrongDeposit,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,2.0,0.0,0.2,3.638791,30,95.980163,-42.178311,141.839266,1
NoVerify,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.942163,94.231861,5.429093,1
StrongDeposit,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.922163,95.772163,3.888791,1
ReputationOnly,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.962163,92.036042,7.624912,1
TEE-PoW,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,96.018163,-131.053425,230.714379,1
Deposit+PoW,100000,2,brr,0.2,2.0,2.0,0.5,0.2,3.638791,30,95.980163,-43.178979,142.839933,1
NoVerify,100000,2,brr,0.2,2.0,2.0,1.0,0.2,3.638791,30,96.022163,99.660954,0.000000,0
DirectAttest,100000,2,brr,0.2,2.0,2.0,1.0,0.2,3.638791,30,95.922163,-1.000000,100.660954,1
RejectMismatch,100000,2,brr,0.2,2.0,2.0,1.0,0.2,3.638791,30,95.902163,-2.000000,101.660954,1
TEEOnly,100000,2,brr,0.2,2.0,2.0,1.0,0.2,3.638791,30,95.822163,96.231861,3.429093,0
AuditSlash,100000,2,brr,0.2,2.0,2.0,1.0,0.2,3.638791,30,95.942163,93.504103,6.156851,1
